Version,File_Name,LOC,LOC_TOUCHED,CHURN,AVERAGE_LOC_ADDED,MAX_LOC_ADDED,AVERAGE_CHURN,MAX_CHURN,NR,N_AUTH,N_FIX,Buggy
3,src/test/java/org/apache/avro/io/TestResolvingIO_resolving.java,120,0,0,0,0,0,0,0,0,0,false
3,src/test/java/org/apache/avro/io/TestValidatingIO.java,844,0,0,0,0,0,0,0,0,0,false
4,lang/java/src/java/org/apache/avro/AvroRuntimeException.java,28,29,29,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/AvroTypeException.java,28,29,29,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/Protocol.java,387,388,388,0,1,0,1,3,2,1,false
4,lang/java/src/java/org/apache/avro/Schema.java,1087,1087,1087,1,1,-51,-43,7,3,3,false
4,lang/java/src/java/org/apache/avro/SchemaParseException.java,25,26,26,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/file/Codec.java,50,50,50,2,4,17,19,4,2,1,false
4,lang/java/src/java/org/apache/avro/file/CodecFactory.java,76,76,76,0,0,-6,-6,2,2,1,false
4,lang/java/src/java/org/apache/avro/file/DataFileConstants.java,38,38,38,1,1,-1,-1,3,2,1,false
4,lang/java/src/java/org/apache/avro/file/DataFileReader.java,168,169,169,16,30,17,36,3,1,1,false
4,lang/java/src/java/org/apache/avro/file/DataFileStream.java,267,268,268,8,15,-24,-7,6,2,2,false
4,lang/java/src/java/org/apache/avro/file/DataFileWriter.java,374,374,374,6,10,-77,-49,6,2,1,false
4,lang/java/src/java/org/apache/avro/file/DeflateCodec.java,145,145,145,4,6,4,5,5,2,1,false
4,lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,85,85,85,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/file/NullCodec.java,64,64,64,6,6,16,17,5,2,1,false
4,lang/java/src/java/org/apache/avro/file/SeekableFileInput.java,36,37,37,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/file/SeekableInput.java,36,37,37,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/generic/GenericArray.java,36,37,37,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/generic/GenericContainer.java,26,27,27,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/generic/GenericData.java,491,491,491,4,4,6,8,6,3,4,false
4,lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,354,355,355,104,141,112,152,5,3,2,false
4,lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,196,197,197,1,1,1,1,3,2,2,false
4,lang/java/src/java/org/apache/avro/generic/GenericFixed.java,24,24,24,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/generic/GenericRecord.java,27,27,27,4,4,5,5,2,1,2,false
4,lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,55,56,56,0,0,0,0,1,1,1,true
4,lang/java/src/java/org/apache/avro/generic/GenericResponder.java,54,55,55,0,0,0,0,1,1,1,true
4,lang/java/src/java/org/apache/avro/generic/IndexedRecord.java,26,26,26,0,0,0,0,1,1,2,false
4,lang/java/src/java/org/apache/avro/io/BinaryData.java,187,187,187,14,15,14,15,3,2,1,false
4,lang/java/src/java/org/apache/avro/io/BinaryDecoder.java,983,983,983,47,49,-370,-362,4,2,1,false
4,lang/java/src/java/org/apache/avro/io/BinaryEncoder.java,252,253,253,0,0,2,2,2,2,2,false
4,lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java,620,621,621,1,1,2,2,2,2,2,false
4,lang/java/src/java/org/apache/avro/io/DatumReader.java,37,38,38,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/DatumWriter.java,35,36,36,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/Decoder.java,286,287,287,0,0,-7,-7,2,1,1,false
4,lang/java/src/java/org/apache/avro/io/DecoderFactory.java,232,232,232,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java,203,203,203,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/Encoder.java,270,271,271,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/JsonDecoder.java,425,426,426,0,0,-1,-1,6,2,2,false
4,lang/java/src/java/org/apache/avro/io/JsonEncoder.java,244,245,245,0,0,6,6,6,2,3,false
4,lang/java/src/java/org/apache/avro/io/ParsingDecoder.java,74,75,75,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/ParsingEncoder.java,69,70,70,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java,228,229,229,2,4,24,33,11,2,2,false
4,lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java,231,232,232,0,0,-1,0,6,2,2,false
4,lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java,202,203,203,0,0,0,0,5,2,2,false
4,lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,99,100,100,1,2,1,2,5,2,1,false
4,lang/java/src/java/org/apache/avro/io/parsing/Parser.java,191,192,192,5,7,-3,14,6,2,2,false
4,lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,447,448,448,4,8,61,112,10,2,3,false
4,lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,95,96,96,0,0,0,0,6,2,2,false
4,lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,549,550,550,11,15,-98,15,10,2,2,false
4,lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,136,137,137,1,2,1,2,5,2,1,false
4,lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java,40,41,41,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java,86,87,87,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,90,91,91,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,79,80,80,0,0,1,1,2,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,85,85,85,0,0,1,1,2,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/HttpServer.java,59,59,59,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,112,113,113,0,0,1,1,2,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java,52,52,52,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/RPCContext.java,157,157,157,0,0,0,0,1,1,1,true
4,lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java,74,74,74,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/Requestor.java,230,231,231,1,1,-1,-1,2,1,1,true
4,lang/java/src/java/org/apache/avro/ipc/Responder.java,211,212,212,0,0,1,1,2,1,1,true
4,lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java,55,56,56,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/Server.java,29,29,29,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/SocketServer.java,111,112,112,0,0,1,1,2,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java,98,99,99,0,0,1,1,2,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/Transceiver.java,43,44,44,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java,54,54,54,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java,205,205,205,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java,121,121,121,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java,107,107,107,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java,74,74,74,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java,76,76,76,1,1,1,1,2,2,1,false
4,lang/java/src/java/org/apache/avro/reflect/ReflectData.java,412,412,412,2,2,2,3,3,2,1,false
4,lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java,146,146,146,0,0,0,0,2,2,1,false
4,lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java,125,125,125,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java,75,76,76,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java,47,48,48,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/reflect/Stringable.java,34,34,34,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/reflect/Union.java,39,39,39,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/specific/FixedSize.java,36,37,37,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/specific/ProtocolTask.java,79,80,80,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/specific/SchemaTask.java,28,29,29,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java,422,423,423,0,1,0,1,4,2,2,false
4,lang/java/src/java/org/apache/avro/specific/SpecificData.java,211,215,215,43,43,43,43,2,1,2,false
4,lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java,88,89,89,0,0,0,0,2,1,2,false
4,lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java,57,58,58,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java,43,44,44,0,0,0,0,2,1,2,false
4,lang/java/src/java/org/apache/avro/specific/SpecificFixed.java,27,28,28,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/specific/SpecificRecord.java,25,26,26,2,2,2,2,2,1,2,false
4,lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java,53,54,54,0,0,-5,-5,2,1,2,false
4,lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java,105,106,106,1,1,1,1,2,2,1,true
4,lang/java/src/java/org/apache/avro/specific/SpecificResponder.java,107,108,108,1,1,1,1,2,2,1,true
4,lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,85,85,85,1,1,1,1,2,1,1,false
4,lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java,54,54,54,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java,78,78,78,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java,98,98,98,0,0,4,4,2,2,1,false
4,lang/java/src/java/org/apache/avro/tool/GenAvroTool.java,78,78,78,0,0,0,0,2,1,1,false
4,lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,77,77,77,0,0,0,0,1,1,1,false
4,lang/java/src/java/org/apache/avro/tool/Main.java,97,97,97,0,0,-8,0,3,2,1,false
4,lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java,176,176,176,2,2,28,28,2,1,1,false
4,lang/java/src/java/org/apache/avro/tool/RpcSendTool.java,123,123,123,3,3,23,23,2,1,1,false
4,lang/java/src/java/org/apache/avro/tool/Tool.java,51,51,51,0,0,0,0,2,1,1,false
4,lang/java/src/java/org/apache/avro/tool/Util.java,71,71,71,0,0,-14,-14,2,1,1,false
4,lang/java/src/java/org/apache/avro/util/Utf8.java,92,92,92,0,0,-5,-5,2,1,1,true
4,lang/java/src/test/java/org/apache/avro/AvroTestUtil.java,32,32,32,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/BarRecord.java,51,51,51,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/FooRecord.java,47,47,47,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/GenerateBlockingData.java,85,85,85,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/RPCMetaTestPlugin.java,177,177,177,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/RandomData.java,141,141,141,0,0,0,0,2,2,1,false
4,lang/java/src/test/java/org/apache/avro/TestBulkData.java,115,115,115,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestCompare.java,240,240,240,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestDataFile.java,240,240,240,3,7,-11,1,7,3,1,false
4,lang/java/src/test/java/org/apache/avro/TestDataFileConcat.java,154,154,154,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestDataFileDeflate.java,64,64,64,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestDataFileMeta.java,75,75,75,0,0,10,10,2,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestDataFileReflect.java,185,185,185,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestNamespaceReflect.java,39,39,39,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestNamespaceSpecific.java,91,91,91,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolDatagram.java,42,42,42,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolGeneric.java,196,196,196,1,2,1,2,3,2,1,true
4,lang/java/src/test/java/org/apache/avro/TestProtocolGenericMeta.java,42,42,42,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolHttp.java,40,40,40,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolParsing.java,42,42,42,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolReflect.java,111,111,111,0,0,0,0,1,1,1,true
4,lang/java/src/test/java/org/apache/avro/TestProtocolReflectMeta.java,45,45,45,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolSpecific.java,181,181,181,0,0,-6,-6,2,2,2,false
4,lang/java/src/test/java/org/apache/avro/TestProtocolSpecificMeta.java,46,46,46,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/TestReflect.java,425,425,425,6,6,1,1,3,2,1,false
4,lang/java/src/test/java/org/apache/avro/TestSchema.java,616,616,616,3,7,-105,4,7,3,3,false
4,lang/java/src/test/java/org/apache/avro/file/TestLengthLimitedInputStream.java,58,58,58,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/genavro/TestGenAvro.java,157,157,157,0,0,0,0,2,2,2,false
4,lang/java/src/test/java/org/apache/avro/generic/TestGenericData.java,72,72,72,0,0,-15,1,5,2,3,false
4,lang/java/src/test/java/org/apache/avro/generic/TestGenericDatumWriter.java,52,52,52,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/io/Perf.java,574,574,574,15,42,-85,52,10,2,2,false
4,lang/java/src/test/java/org/apache/avro/io/TestBinaryDecoder.java,402,402,402,2,2,-324,-324,2,1,1,false
4,lang/java/src/test/java/org/apache/avro/io/TestBlockingIO.java,475,475,475,0,0,0,0,2,1,1,false
4,lang/java/src/test/java/org/apache/avro/io/TestBlockingIO2.java,160,160,160,3,3,3,3,2,1,1,false
4,lang/java/src/test/java/org/apache/avro/io/TestEncoders.java,55,55,55,0,0,-6,-6,2,1,2,false
4,lang/java/src/test/java/org/apache/avro/io/TestResolvingIO.java,211,211,211,1,1,0,0,2,1,1,false
4,lang/java/src/test/java/org/apache/avro/io/TestResolvingIOResolving.java,170,170,170,1,8,-21,41,6,2,4,false
4,lang/java/src/test/java/org/apache/avro/io/TestValidatingIO.java,852,852,852,1,1,-1,0,3,2,2,false
4,lang/java/src/test/java/org/apache/avro/io/parsing/TestResolvingGrammarGenerator.java,93,93,93,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/ipc/TestLocalTransceiver.java,64,64,64,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/ipc/stats/FakeTicks.java,35,35,35,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/ipc/stats/StatsPluginOverhead.java,103,103,103,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/ipc/stats/TestHistogram.java,94,94,94,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/ipc/stats/TestStatsPluginAndServlet.java,180,180,180,0,0,0,0,2,1,1,false
4,lang/java/src/test/java/org/apache/avro/ipc/stats/TestStopwatch.java,80,80,80,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/specific/TestSpecificCompiler.java,241,241,241,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/specific/TestSpecificData.java,41,41,41,0,0,0,0,1,1,2,false
4,lang/java/src/test/java/org/apache/avro/tool/TestDataFileTools.java,205,205,205,0,0,-5,5,5,3,2,false
4,lang/java/src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,66,66,66,0,0,0,0,2,2,2,false
4,lang/java/src/test/java/org/apache/avro/tool/TestMain.java,35,35,35,0,0,0,0,1,1,1,false
4,lang/java/src/test/java/org/apache/avro/tool/TestRpcReceiveAndSendTools.java,58,58,58,4,4,5,6,3,2,2,false
4,lang/java/src/test/java/org/apache/avro/util/TestUtf8.java,32,32,32,0,0,0,0,1,1,1,false
5,lang/java/src/java/org/apache/avro/AvroRuntimeException.java,28,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/AvroTypeException.java,28,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/Protocol.java,387,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/Schema.java,1087,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/SchemaParseException.java,25,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/Codec.java,50,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/CodecFactory.java,76,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/DataFileConstants.java,38,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/DataFileReader.java,168,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/DataFileStream.java,268,1,1,0,0,0,0,1,1,0,false
5,lang/java/src/java/org/apache/avro/file/DataFileWriter.java,374,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/DeflateCodec.java,145,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,85,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/NullCodec.java,64,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/SeekableFileInput.java,36,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/file/SeekableInput.java,36,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericArray.java,36,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericContainer.java,26,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericData.java,491,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java,354,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java,196,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericFixed.java,24,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericRecord.java,27,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/generic/GenericRequestor.java,69,14,14,0,0,0,0,1,1,1,false
5,lang/java/src/java/org/apache/avro/generic/GenericResponder.java,56,2,2,0,0,0,0,1,1,1,false
5,lang/java/src/java/org/apache/avro/generic/IndexedRecord.java,26,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/BinaryData.java,187,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/BinaryDecoder.java,983,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/BinaryEncoder.java,252,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java,620,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/DatumReader.java,37,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/DatumWriter.java,35,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/Decoder.java,286,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/DecoderFactory.java,232,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java,203,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/Encoder.java,270,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/JsonDecoder.java,425,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/JsonEncoder.java,244,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/ParsingDecoder.java,74,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/ParsingEncoder.java,69,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java,228,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java,231,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java,202,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,99,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/parsing/Parser.java,191,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,447,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,95,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,549,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,136,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java,40,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java,86,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,90,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,79,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,85,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/HttpServer.java,59,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java,112,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java,52,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/RPCContext.java,157,0,0,0,0,0,0,1,1,1,false
5,lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java,74,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/Requestor.java,230,0,0,0,0,0,0,1,1,1,false
5,lang/java/src/java/org/apache/avro/ipc/Responder.java,206,1,-1,0,0,0,0,1,1,1,false
5,lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java,55,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/Server.java,29,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/SocketServer.java,111,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java,98,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/Transceiver.java,43,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java,54,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java,205,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java,121,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java,107,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java,74,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java,76,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/reflect/Nullable.java,33,33,33,0,0,0,0,1,1,0,false
5,lang/java/src/java/org/apache/avro/reflect/ReflectData.java,420,10,12,0,0,0,0,1,1,0,true
5,lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java,146,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java,125,0,0,0,0,0,0,0,0,0,false
5,lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java,75,0,0,0,0,0,0,0,0,0,false
